"GeneName",Med(Ess(WT)) – Med(Ess(MT))
"SMC1B",0.00815144366013
"TDO2",0.008159188972853
"OPN3",0.00817059616348
"GNB4",0.008183493302547
"FKRP",0.008196266393794
"OAS2",0.008210854976246
"TMEM101",0.008226418341279
"OR5M10",0.008227289181508
"CD300A",0.008233042612168
"DPEP2",0.008257104533016
"PDZRN4",0.008359335291396
"PRMT2",0.008375926087374
"C11orf16",0.008389739755133
"ARHGAP25",0.008390792033933
"PMFBP1",0.00840743623973
"BFSP1",0.008409298996896
"NUDT2",0.008424122265391
"ZFYVE1",0.008438177884394
"REEP2",0.008457571181736
"XPO4",0.00845873043827
"LRRC8E",0.008463880157025
"TARS",0.008490224217201
"HGF",0.008522279467081
"VAMP5",0.008524895222815
"IFITM1",0.008593127285202
"PTRH2",0.008593434489531
"IGFLR1",0.008598189954845
"ZNF74",0.00860290127822
"SNTG1",0.00861669686647
"CHRNA10",0.008632267089189
"HK1",0.008671635536381
"FAM13B",0.00867408630009
"ABHD14A",0.008697085478247
"KRTAP10-2",0.008704708491796
"CTTN",0.008719074603954
"SMYD4",0.008756054544598
"LAMP1",0.008757918108152
"MNS1",0.008789587037163
"LGALS1",0.008795662212243
"PITX2",0.008813839456453
"GLS2",0.00882626042317
"DDX43",0.008847685192195
"STOML1",0.00886400155063
"ARFGAP1",0.00890621550066
"CYBRD1",0.00890667810279
"HNRNPA3",0.008928126156339
"ABCB11",0.008944841304526
"ACTRT3",0.008962604933848
"SLC6A9",0.008967621230256
"SLC25A17",0.008970030008342
"EML4",0.008973291300502
"MYT1L",0.008979963716052
"KDM2B",0.008984798546966
"SLC25A34",0.008997558274166
"SPAST",0.00900384534068
"STOX1",0.00906196769971
"MED27",0.009065371875124
"AK4",0.009072654286431
"PIP5K1A",0.009117869457355
"ADARB2",0.009119617186692
"TNIP3",0.009136861031729
"HMGB4",0.009140635770866
"TRAF3IP1",0.009151442208746
"AIRE",0.009162796424981
"HPSE2",0.009166307510392
"KCTD14",0.009207846029191
"CENPV",0.009210056170055
"RALB",0.009218779760495
"SPON2",0.009223980780473
"ZNF546",0.009244397520373
"BBC3",0.009261305516544
"CNTROB",0.009283323141899
"PLEKHD1",0.009284862702731
"KIF23",0.009295895518811
"GLT8D2",0.009308667245204
"VSTM2A",0.009325199465043
"ZNF793",0.009334557576855
"DPM3",0.009341484964669
"ZSWIM1",0.009349177184738
"TMEM56",0.00936684111561
"CHMP4A",0.00937245369802
"HBA1",0.009381075060705
"ADA",0.009385595915463
"MMP3",0.00940481465844
"ARID4B",0.009408847161633
"ANGPTL2",0.009412633216895
"NUP155",0.009434091562402
"FMO4",0.009443171577672
"NNAT",0.009448901615218
"HIRIP3",0.009460038076853
"TNFRSF8",0.009481907951501
"S100A5",0.00950440013469
"CCNJL",0.00951284474574
"SMTN",0.009522179806152
"RGS12",0.009536132882348
"SYT12",0.009544635703162
"UBE2D1",0.009550197660745
"NMRK1",0.00955850135883
"PAFAH1B1",0.009559923624189
"CACNG5",0.00956181744301
"MTMR6",0.009579098617519
"RAB3C",0.00959427976761
"RCBTB1",0.009594625766755
"KRT82",0.009596716620147
"PGLS",0.0096233322308
"TEX9",0.009633589098857
"RCAN2",0.009635243314748
"GAS2L1",0.009643027250575
"RPL12",0.009643457778962
"PARP16",0.009644646732963
"TSPAN15",0.00964982006282
"MFAP4",0.009667028907149
"ANKFN1",0.00967002845245
"DHDDS",0.009710798172193
"TTC19",0.009714977780261
"GRIA1",0.009715225537447
"PRSS37",0.009749054301029
"CWC27",0.009780533706186
"YPEL1",0.009812844186472
"MRPL36",0.009819401660566
"SLC50A1",0.009821884537326
"KRT26",0.009870618768602
"SZT2",0.00989089345697
"SAR1A",0.009891459125689
"MTUS2",0.009892619719974
"PRDM11",0.009893506876614
"PHACTR4",0.009902773259115
"ZNF570",0.009904644261719
"C1orf87",0.009909031636071
"RUNDC3B",0.009909105709237
"SEC23A",0.009910554300064
"ADAMTS3",0.009924281109837
"IL1RN",0.009959463003008
"F11R",0.009975062559833
"CAMP",0.009976363965562
"TEFM",0.010005648790799
"RGMA",0.01001411241482
"PPIA",0.010042364739092
"AKAP8",0.010044338451285
"GAS2",0.010057808544371
"DEPDC7",0.010060454878569
"PERP",0.010083223124412
"MLC1",0.010087899998172
"STAB2",0.010102300618953
"RNF130",0.010106972807698
"MUC7",0.010113610586685
"SCP2",0.010122043769247
"FICD",0.010136436526604
"PPP2R2C",0.010145082005879
"EGFL7",0.0101487078037
"VPS53",0.010155403334455
"MED18",0.010169177922818
"ACSBG2",0.01020548772514
"DEPDC4",0.010206523829854
"POLR2F",0.010207525309379
"AMACR",0.010237798711262
"MOCOS",0.010268230019674
"KDM3A",0.010274662558767
"GPX5",0.010276271569178
"SIGMAR1",0.01029549750231
"DPP7",0.010298995002724
"DHX30",0.01033464240304
"PDIA3",0.010381938557716
"LOXL3",0.010400253314752
"POTEC",0.010400495615174
"GAS6",0.010408664139815
"IL34",0.010417615785007
"C4orf36",0.010423304555725
"OXSM",0.010442555187452
"ARAP1",0.010454954330691
"KEAP1",0.010456579511647
"COL17A1",0.010464909041797
"FMN2",0.010470263640519
"FLII",0.01047493136322
"KLF11",0.010475862492609
"NRAS",0.010493505362962
"NRAP",0.010514771965071
"TWF2",0.010517982623736
"C12orf40",0.010549291728688
"CSMD3",0.010568138356213
"POLR3K",0.010577939744886
"ACOXL",0.010588545215189
"CSRNP1",0.010597290189362
"ANKRD13A",0.010599155863739
"TTC22",0.010646327796038
"LIN54",0.010654886376259
"KRT35",0.010656510276392
"ARHGAP21",0.010657538136248
"ST14",0.01069420325418
"ACAD8",0.010696388432021
"FAIM2",0.010714889740942
"ERBB2",0.010750329316743
"CAST",0.010770765341688
"FASTK",0.010779280138973
"CCT6A",0.010780383256421
"DYNAP",0.010780563308523
"ALG3",0.010787237527406
"PRDX1",0.010797666325204
"STON1",0.010803837869193
"STXBP1",0.010838336503705
"BTN3A1",0.010859594797154
"SSTR1",0.010860016617051
"FFAR1",0.010869032994269
"PRPS1L1",0.010869882129525
"GPR83",0.010877136308856
"TSPAN3",0.010885095902258
"KLHL30",0.010926057324445
"PROCA1",0.010927769881281
"TAS1R1",0.010928280215789
"ENTPD4",0.010933332214429
"KLRC2",0.010934546026944
"TYRO3",0.010940967933942
"PXN",0.010958577898041
"NT5C",0.010961617714958
"ZNF544",0.010970618828693
"SH2D4B",0.010996226737286
"S100A3",0.010999494769929
"CANT1",0.011034441419381
"NME5",0.011049735277827
"ERMAP",0.011054627143342
"RGS7",0.011068065073802
"OR4C11",0.01107883129945
"PIGG",0.011086464403922
"INS",0.011097235239495
"HIST1H3E",0.01111528910403
"TMEM245",0.011121954851676
"EME1",0.011141049869764
"SHOX2",0.01117356031054
"RNF165",0.011190874890652
"ACP1",0.011197615664581
"CYB5R1",0.011207955449895
"EFEMP1",0.011227440941427
"CMTM3",0.011234752283734
"CCR3",0.011245307101057
"ARL2BP",0.011252503369239
"DOLK",0.011255090470022
"DLX1",0.011329353806457
"DUSP3",0.011398918634288
"ZFP14",0.011413152625851
"GNG12",0.011414251783729
"CPT1B",0.011421198639592
"TMEM206",0.011434560043049
"SLCO6A1",0.011440789142047
"NAV2",0.01145945157988
"NTRK3",0.011485859462018
"PCDHGA6",0.011491997560477
"PLA2G4C",0.011500315227038
"PACS1",0.011505356093686
"DNAL1",0.011513873225061
"FAM172A",0.01151900187401
"DIAPH1",0.011520770552392
"SLC25A35",0.011525891897362
"SREK1IP1",0.011567989488252
"NMB",0.01159008768237
"CYTIP",0.011631798811417
"BTNL9",0.011633034992997
"EPGN",0.011679090856637
"PDE8A",0.011679299506209
"PDZD2",0.011687176782757
"TMEM65",0.011691749633027
"LILRA6",0.011701405145156
"MRPL1",0.01171837768584
"PDE1C",0.011740240636593
"KLHL42",0.011740278052471
"LEF1",0.011742968780078
"MEIOB",0.011788293943318
"GAS2L2",0.011801745755939
"TLR3",0.011805678827441
"COMMD2",0.0118667973541
"GCH1",0.011887438115125
"PLK3",0.011901116151597
"FAM213A",0.011915969788184
"LIM2",0.011934514284279
"PRICKLE1",0.011943651589356
"OR2T1",0.012000309062135
"CNPY2",0.012006999363497
"TAS2R43",0.012023539237261
"TFF3",0.012027050361035
"DSP",0.012060756638074
"PPP2R3A",0.012103407344684
"GTF2B",0.012111350731042
"PCDHA4",0.012122497075415
"TICRR",0.012153998435566
"TAF2",0.012187212941255
"SLC16A4",0.012189414868708
"MRPS12",0.012207155108114
"TSSK3",0.012207364525736
"NAA35",0.012212201353208
"ARAP2",0.012217649530988
"GAB1",0.012221977959239
"SEC14L2",0.012233423459918
"GYPB",0.012239610158233
"HELLS",0.01225259553769
"RUFY3",0.012298583101355
"LMTK3",0.012320577152544
"FNDC9",0.012326077089161
"TNFAIP8L2",0.012346339640346
"GOLGA8M",0.012348711809972
"APOLD1",0.012361243436992
"CYGB",0.012363472600581
"TSPAN9",0.012367888234934
"LARP4",0.01237975848414
"KRTCAP3",0.012393929691214
"DENND5B",0.012410139696158
"CRCP",0.012413693184757
"ZNF816",0.012419187544574
"DBH",0.012427994046066
"SERP1",0.012434691030136
"TCEA2",0.012441827947933
"KCNK15",0.012458381335356
"CHRNG",0.012459928850356
"DNPEP",0.012495202501951
"PLEKHA8",0.012500335282612
"RAB39A",0.012508489401274
"REEP1",0.012508964240438
"PKN2",0.012514178589206
"CDC20",0.012521872627447
"CHRDL2",0.012565520765865
"ADIPOQ",0.012594391924726
"VGLL2",0.012602163647969
"CALCR",0.012604505122836
"GALR2",0.012611016495018
"MED13",0.012612887624895
"PPFIA1",0.012620370284772
"TRAF3IP3",0.012620370645351
"SLAMF6",0.012626748664577
"C4orf26",0.012636158990081
"TFEC",0.012641894389952
"ECSIT",0.012652528909108
"ZC2HC1C",0.01268529615562
"KIF24",0.012711224759077
"FOXA3",0.012715059212449
"FKBP1B",0.0127922277649
"YBEY",0.012796991450198
"CAMK2A",0.012858023821287
"TNFRSF11A",0.012901355555686
"PIGN",0.012909113138217
"NAGLU",0.012937282973082
"PENK",0.012941682629615
