Plate,Well,Ensemble,KO A,WT A,KO B,WT B,z (KO A),z ( WT A),z (KO B),z (WT B)
HTplate01,M13,ENSG00000103707,2702,2185,2444,1558,-0.78,-0.08,-1.21,-1.18
HTplate01,M14,ENSG00000000003,2818,893,2755,1310,-0.50,-2.68,-0.40,-1.69
HTplate01,M15,ENSG00000170523,3020,1929,3089,2302,0.00,-0.60,0.46,0.36
HTplate01,M16,ENSG00000156232,3068,2016,2886,1812,0.11,-0.42,-0.06,-0.65
HTplate01,M17,ENSG00000115808,3259,2396,3175,2132,0.58,0.34,0.68,0.01
HTplate01,M20,ENSG00000196431,3097,2487,2786,2615,0.19,0.52,-0.32,1.00
HTplate01,M21,ENSG00000163288,3141,2033,2933,2323,0.29,-0.39,0.06,0.40
HTplate01,M22,ENSG00000176034,3426,2196,2942,2772,0.99,-0.06,0.08,1.32
HTplate01,M23,ENSG00000182117,2883,2100,3406,1883,-0.34,-0.26,1.28,-0.51
HTplate01,M24,ENSG00000177700,3250,2776,2929,2256,0.56,1.10,0.05,0.26
HTplate01,N01,ENSG00000115073,3192,3206,3030,2847,0.42,1.97,0.31,1.48
HTplate01,N02,ENSG00000121531,3162,2527,3059,2511,0.35,0.60,0.38,0.79
HTplate01,N03,ENSG00000134594,2971,2748,2917,2493,-0.12,1.05,0.01,0.75
HTplate01,N04,ENSG00000171487,3347,2722,3211,2376,0.80,0.99,0.77,0.51
HTplate01,N07,ENSG00000135443,3237,2804,3115,2596,0.53,1.16,0.53,0.96
HTplate01,N08,ENSG00000105438,3472,2337,2980,2321,1.10,0.22,0.18,0.39
HTplate01,N09,ENSG00000137674,3421,2793,3309,2556,0.98,1.14,1.03,0.88
HTplate01,N10,ENSG00000180735,3500,1596,3674,1266,1.17,-1.27,1.97,-1.78
HTplate01,N11,ENSG00000104388,3116,2249,2868,2098,0.23,0.05,-0.11,-0.06
HTplate01,N12,ENSG00000137090,3267,2108,2996,2000,0.60,-0.24,0.22,-0.27
HTplate01,N13,ENSG00000102032,3105,2012,2930,2155,0.21,-0.43,0.05,0.05
HTplate01,N14,ENSG00000137055,3585,2773,2984,2836,1.38,1.10,0.19,1.45
HTplate01,N15,ENSG00000159314,3016,2367,2931,1932,-0.01,0.28,0.05,-0.41
HTplate01,N16,ENSG00000142634,3022,2119,2910,1484,0.00,-0.22,0.00,-1.33
HTplate01,N17,ENSG00000133808,2992,2697,3027,2598,-0.07,0.95,0.30,0.97
HTplate01,N20,ENSG00000139797,3075,2109,3045,1923,0.13,-0.24,0.35,-0.43
HTplate01,N21,ENSG00000197316,2875,2420,2941,1612,-0.36,0.39,0.08,-1.06
HTplate01,N22,ENSG00000162702,3233,2806,3308,3391,0.52,1.16,1.03,2.60
HTplate01,N23,ENSG00000123407,3965,2586,3301,2701,2.31,0.72,1.01,1.18
HTplate01,N24,ENSG00000196950,3402,3403,3572,2749,0.93,2.36,1.71,1.28
HTplate01,O01,ENSG00000143353,3569,3151,3130,3150,1.34,1.86,0.57,2.10
HTplate01,O02,ENSG00000175892,3597,2889,3630,2375,1.41,1.33,1.86,0.50
HTplate01,O03,ENSG00000197555,3362,2688,3083,1798,0.83,0.93,0.44,-0.68
HTplate01,O04,ENSG00000140006,3571,3060,2974,3154,1.35,1.67,0.16,2.11
HTplate01,O05,ENSG00000155984,3312,3051,3097,2403,0.71,1.66,0.48,0.56
HTplate01,O06,ENSG00000116679,3373,2626,3065,2888,0.86,0.80,0.40,1.56
HTplate01,O07,ENSG00000156395,3514,2609,3354,2376,1.21,0.77,1.14,0.51
HTplate01,O08,ENSG00000108590,3381,2154,3184,1893,0.88,-0.15,0.70,-0.49
HTplate01,O09,ENSG00000169252,3691,3530,3313,2399,1.64,2.62,1.04,0.56
HTplate01,O10,ENSG00000184845,3344,2433,2944,1862,0.79,0.41,0.09,-0.55
HTplate01,O11,ENSG00000196510,3176,1990,3465,1787,0.38,-0.48,1.43,-0.70
HTplate01,O12,ENSG00000018189,3395,2500,3217,2371,0.92,0.55,0.79,0.50
HTplate01,O13,ENSG00000170075,3423,2119,2645,2361,0.98,-0.22,-0.69,0.48
HTplate01,O14,ENSG00000169155,3317,2110,2981,2330,0.72,-0.24,0.18,0.41
HTplate01,O15,ENSG00000196591,3171,2984,3526,2945,0.37,1.52,1.59,1.68
HTplate01,O16,ENSG00000154474,3312,2202,3052,2304,0.71,-0.05,0.36,0.36
HTplate01,O17,ENSG00000184530,3125,2099,3018,2173,0.25,-0.26,0.28,0.09
HTplate01,O18,ENSG00000197057,3622,2251,3072,2210,1.47,0.05,0.42,0.17
HTplate01,O19,ENSG00000132773,3352,2499,3845,2765,0.81,0.55,2.42,1.31
HTplate01,O20,ENSG00000113070,3326,2602,3218,2812,0.75,0.75,0.79,1.41
HTplate01,O21,ENSG00000187783,3418,2836,3558,2897,0.97,1.22,1.67,1.58
HTplate01,O22,ENSG00000146676,3424,2865,3338,2432,0.99,1.28,1.10,0.62
HTplate01,O23,ENSG00000095574,3760,3140,3773,2910,1.81,1.84,2.23,1.61
HTplate01,O24,ENSG00000101435,3460,2813,2827,2350,1.07,1.18,-0.22,0.45
HTplate01,P01,ENSG00000013275,2311,1830,2614,2794,-1.74,-0.80,-0.77,1.37
HTplate01,P02,ENSG00000067182,2981,3545,3030,2999,-0.10,2.65,0.31,1.79
HTplate01,P03,ENSG00000003393,3281,3093,3274,2726,0.64,1.74,0.94,1.23
HTplate01,P04,ENSG00000197457,3692,2647,3913,2324,1.64,0.84,2.59,0.40
HTplate01,P05,ENSG00000006607,3182,1978,3174,1944,0.39,-0.50,0.68,-0.38
HTplate01,P06,ENSG00000106246,2633,1817,3171,1323,-0.95,-0.82,0.67,-1.66
HTplate01,P07,ENSG00000121741,3298,2052,3121,2899,0.68,-0.35,0.54,1.58
HTplate01,P08,ENSG00000168916,3641,3590,3614,2998,1.52,2.74,1.82,1.79
HTplate01,P09,ENSG00000037637,3216,2844,3023,2384,0.48,1.24,0.29,0.52
HTplate01,P10,ENSG00000104884,3244,2464,3396,2388,0.54,0.48,1.25,0.53
HTplate01,P11,ENSG00000196449,3529,2116,3270,2645,1.24,-0.22,0.93,1.06
HTplate01,P12,ENSG00000120833,3275,2298,3080,2651,0.62,0.14,0.44,1.08
HTplate01,P13,ENSG00000171132,3136,2333,3257,2034,0.28,0.21,0.89,-0.20
HTplate01,P14,ENSG00000088451,3803,2582,3027,3272,1.91,0.71,0.30,2.35
HTplate01,P15,ENSG00000175782,2779,1813,3048,1903,-0.59,-0.83,0.36,-0.47
HTplate01,P16,ENSG00000179008,3296,2798,3411,2661,0.67,1.15,1.29,1.09
HTplate01,P17,ENSG00000181200,3377,3516,3324,2737,0.87,2.59,1.07,1.25
HTplate01,P18,ENSG00000129521,3131,3006,3059,2641,0.27,1.57,0.38,1.05
HTplate01,P19,ENSG00000065526,2696,1757,2710,2023,-0.80,-0.94,-0.52,-0.22
HTplate01,P20,ENSG00000198646,3498,2926,3457,2624,1.17,1.41,1.41,1.02
HTplate01,P21,ENSG00000188723,3456,2331,3062,2357,1.06,0.21,0.39,0.47
HTplate01,P22,ENSG00000183248,3790,2667,3794,3449,1.88,0.88,2.28,2.72
HTplate01,P23,ENSG00000169599,3685,2868,3934,2766,1.62,1.29,2.65,1.31
HTplate01,P24,ENSG00000141985,2360,1194,2661,1750,-1.62,-2.08,-0.65,-0.78
HTplate02,A01,ENSG00000166483,3589,3735,3218,2666,1.19,2.07,0.37,0.57
HTplate02,A02,ENSG00000103569,3068,2744,3038,2729,-0.25,0.14,-0.21,0.72
HTplate02,A03,ENSG00000088992,3683,2302,3170,2285,1.44,-0.72,0.21,-0.30
HTplate02,A04,ENSG00000112685,2875,2750,3019,2068,-0.78,0.15,-0.28,-0.79
HTplate02,A05,ENSG00000188778,2838,3586,3003,2756,-0.88,1.78,-0.33,0.78
HTplate02,A06,ENSG00000176022,3114,2723,3227,2272,-0.12,0.10,0.40,-0.33
HTplate02,A07,ENSG00000140854,3262,2568,2944,2432,0.29,-0.20,-0.52,0.04
HTplate02,A08,ENSG00000134716,3006,2313,3075,2131,-0.42,-0.70,-0.09,-0.65
HTplate02,A09,ENSG00000188909,3577,2771,3258,2339,1.15,0.19,0.50,-0.18
HTplate02,A10,ENSG00000171570,3197,1917,3265,2342,0.11,-1.47,0.52,-0.17
HTplate02,A11,ENSG00000107902,3100,2577,3169,1961,-0.16,-0.19,0.21,-1.04
HTplate02,A12,ENSG00000187118,3128,2870,3264,2316,-0.08,0.39,0.52,-0.23
HTplate02,A13,ENSG00000162631,3218,2498,3147,2700,0.17,-0.34,0.14,0.65
HTplate02,A14,ENSG00000141750,2821,2870,3232,2286,-0.92,0.39,0.41,-0.30
HTplate02,A15,ENSG00000101811,2951,1850,2801,1505,-0.57,-1.60,-0.98,-2.08
HTplate02,A16,ENSG00000197992,3375,2983,3082,3257,0.60,0.61,-0.07,1.92
HTplate02,A17,ENSG00000060140,2954,2610,2959,1993,-0.56,-0.12,-0.47,-0.96
HTplate02,A18,ENSG00000197116,3247,2273,3117,2014,0.25,-0.78,0.04,-0.92
HTplate02,A19,ENSG00000178769,3431,2912,3495,2258,0.75,0.47,1.26,-0.36
HTplate02,A20,ENSG00000181016,3145,2942,3107,3094,-0.03,0.53,0.01,1.55
HTplate02,A21,ENSG00000198052,2990,3470,3209,3337,-0.46,1.55,0.34,2.10
HTplate02,A22,ENSG00000178394,3103,2949,3383,2393,-0.15,0.54,0.90,-0.05
HTplate02,A23,ENSG00000112936,3213,3255,3305,2801,0.15,1.14,0.65,0.88
HTplate02,A24,ENSG00000198173,3330,3187,3281,3101,0.47,1.00,0.57,1.56
HTplate02,B01,ENSG00000187952,3357,2474,3049,2640,0.55,-0.38,-0.18,0.51
HTplate02,B02,ENSG00000151715,3292,3100,3167,2589,0.37,0.83,0.20,0.40
HTplate02,B03,ENSG00000099814,3252,2734,3136,2475,0.26,0.12,0.10,0.14
HTplate02,B04,ENSG00000127804,3179,2171,3233,1629,0.06,-0.97,0.42,-1.80
HTplate02,B05,ENSG00000159792,3007,2625,3267,2636,-0.41,-0.09,0.53,0.50
HTplate02,B06,ENSG00000041515,3128,2927,3117,2313,-0.08,0.50,0.04,-0.24
HTplate02,B07,ENSG00000151364,3021,2871,3125,2180,-0.38,0.39,0.07,-0.54
HTplate02,B08,ENSG00000138448,2161,1450,2518,1587,-2.74,-2.38,-1.89,-1.89
HTplate02,B09,ENSG00000101323,3118,2436,3195,2263,-0.11,-0.46,0.29,-0.35
HTplate02,B10,ENSG00000196466,3148,2287,3449,2017,-0.03,-0.75,1.11,-0.91
HTplate02,B11,ENSG00000197658,3234,2555,2970,2228,0.21,-0.23,-0.43,-0.43
HTplate02,B12,ENSG00000160679,3275,2788,3090,2709,0.32,0.23,-0.04,0.67
HTplate02,B13,ENSG00000169059,3086,2339,3038,2714,-0.20,-0.65,-0.21,0.68
HTplate02,B14,ENSG00000183098,2937,2204,3059,2104,-0.61,-0.91,-0.15,-0.71
HTplate02,B15,ENSG00000197591,3424,2552,3182,1993,0.73,-0.23,0.25,-0.96
HTplate02,B16,ENSG00000196987,2862,2893,3000,2427,-0.81,0.43,-0.34,0.03
HTplate02,B17,ENSG00000196495,3006,2702,3192,1971,-0.42,0.06,0.28,-1.02
HTplate02,B18,ENSG00000187659,3101,3158,3386,2432,-0.16,0.95,0.91,0.04
HTplate02,B19,ENSG00000145287,3196,2948,3396,2273,0.10,0.54,0.94,-0.33
HTplate02,B20,ENSG00000146221,3057,2647,3062,2307,-0.28,-0.05,-0.14,-0.25
HTplate02,B21,ENSG00000105281,3292,2283,3072,1751,0.37,-0.76,-0.10,-1.52
HTplate02,B22,ENSG00000135643,3467,2865,3257,2240,0.85,0.38,0.49,-0.40
HTplate02,B23,ENSG00000163811,2606,912,3046,1386,-1.51,-3.42,-0.19,-2.35
HTplate02,B24,ENSG00000111490,3409,2874,3290,3113,0.69,0.39,0.60,1.59
HTplate02,C01,ENSG00000145826,3253,3050,3219,2472,0.26,0.74,0.37,0.13
HTplate02,C02,ENSG00000175087,3188,2975,3151,2811,0.08,0.59,0.15,0.90
HTplate02,C05,ENSG00000160202,3227,2610,3294,2228,0.19,-0.12,0.61,-0.43
HTplate02,C06,ENSG00000131374,3099,3356,3228,2835,-0.16,1.33,0.40,0.96
HTplate02,C07,ENSG00000166763,3181,1544,3223,1881,0.06,-2.19,0.38,-1.22
HTplate02,C08,ENSG00000123609,3640,2547,3253,2900,1.32,-0.24,0.48,1.10
HTplate02,C09,ENSG00000187979,3134,2702,3373,1812,-0.06,0.06,0.87,-1.38
HTplate02,C10,ENSG00000165244,2833,2315,2797,1857,-0.89,-0.69,-0.99,-1.28
HTplate02,C11,ENSG00000170100,3067,2672,3126,2113,-0.25,0.00,0.07,-0.69
HTplate02,C12,ENSG00000120162,3228,2563,2887,2268,0.19,-0.21,-0.70,-0.34
HTplate02,C13,ENSG00000085840,2720,1708,2617,1486,-1.20,-1.87,-1.57,-2.12
HTplate02,C14,ENSG00000196371,2973,2587,2951,2202,-0.51,-0.16,-0.49,-0.49
HTplate02,C15,ENSG00000047346,3116,2668,3061,2385,-0.11,-0.01,-0.14,-0.07
HTplate02,C16,ENSG00000174695,3050,1916,3133,2244,-0.30,-1.47,0.09,-0.39
HTplate02,C17,ENSG00000151025,2904,2474,3315,2248,-0.70,-0.38,0.68,-0.38
HTplate02,C18,ENSG00000044524,2906,2495,2916,2367,-0.69,-0.34,-0.61,-0.11
HTplate02,C19,ENSG00000136928,3079,2294,3177,1960,-0.22,-0.73,0.23,-1.04
HTplate02,C20,ENSG00000179978,2934,2812,2569,2748,-0.62,0.27,-1.73,0.76
HTplate02,C23,ENSG00000168528,3087,2582,3048,2583,-0.19,-0.18,-0.18,0.38
HTplate02,C24,ENSG00000143867,3026,3117,2866,3116,-0.36,0.87,-0.77,1.60
HTplate02,D01,ENSG00000168350,3218,2461,3250,2620,0.17,-0.41,0.47,0.46
HTplate02,D02,ENSG00000148459,3621,2722,3327,2588,1.27,0.10,0.72,0.39
HTplate02,D05,ENSG00000012660,3177,2583,3100,2698,0.05,-0.17,-0.01,0.64
HTplate02,D06,ENSG00000113312,3249,2472,3065,2521,0.25,-0.39,-0.13,0.24
HTplate02,D07,ENSG00000166510,2575,2453,3024,1890,-1.60,-0.42,-0.26,-1.20
HTplate02,D08,ENSG00000182803,3214,2896,3526,2496,0.15,0.44,1.36,0.18
HTplate02,D09,ENSG00000185567,3084,2695,3247,2199,-0.20,0.05,0.46,-0.49
HTplate02,D10,ENSG00000174827,2867,2547,2847,2254,-0.80,-0.24,-0.83,-0.37
HTplate02,D11,ENSG00000134391,2916,2649,2861,1833,-0.66,-0.04,-0.78,-1.33
HTplate02,D12,ENSG00000160408,3082,2639,3013,2363,-0.21,-0.06,-0.30,-0.12
HTplate02,D13,ENSG00000181143,2946,2072,3040,2179,-0.58,-1.17,-0.21,-0.54
HTplate02,D14,ENSG00000110330,3293,2407,3025,2155,0.37,-0.51,-0.26,-0.60
HTplate02,D15,ENSG00000138795,3143,2390,3257,2069,-0.04,-0.55,0.49,-0.79
HTplate02,D16,ENSG00000178607,3080,2439,3169,2708,-0.21,-0.45,0.21,0.67
HTplate02,D17,ENSG00000167384,3313,2547,2959,2475,0.43,-0.24,-0.47,0.13
HTplate02,D18,ENSG00000197676,3050,2671,2932,1932,-0.30,0.00,-0.56,-1.11
HTplate02,D19,ENSG00000164252,2962,2676,3134,2134,-0.54,0.01,0.10,-0.64
HTplate02,D20,ENSG00000137710,3339,2049,3038,2191,0.50,-1.21,-0.21,-0.51
HTplate02,D23,ENSG00000171067,2913,2578,2852,2463,-0.67,-0.18,-0.81,0.11
HTplate02,D24,ENSG00000122958,3271,2614,2924,2762,0.31,-0.11,-0.58,0.79
HTplate02,E01,ENSG00000197561,3098,2525,3384,2249,-0.16,-0.29,0.90,-0.38
HTplate02,E02,ENSG00000160808,3204,2083,3100,2016,0.13,-1.15,-0.01,-0.91
HTplate02,E03,ENSG00000124357,3010,2004,3209,1978,-0.40,-1.30,0.34,-1.00
HTplate02,E04,ENSG00000185924,2859,2297,3017,2139,-0.82,-0.73,-0.28,-0.63
HTplate02,E05,ENSG00000171208,2895,2758,3241,2220,-0.72,0.17,0.44,-0.45
HTplate02,E06,ENSG00000146477,2842,2597,2820,2416,-0.87,-0.15,-0.92,0.00
HTplate02,E07,ENSG00000187912,3073,2024,2835,1923,-0.23,-1.26,-0.87,-1.12
HTplate02,E08,ENSG00000158927,3214,2549,3025,2331,0.15,-0.24,-0.26,-0.19
HTplate02,E09,ENSG00000107929,3054,2593,3263,2052,-0.28,-0.15,0.51,-0.83
HTplate02,E10,ENSG00000042493,2925,2134,2757,2139,-0.64,-1.05,-1.12,-0.63
HTplate02,E11,ENSG00000177679,3101,2397,2884,2341,-0.15,-0.53,-0.71,-0.17
HTplate02,E12,ENSG00000162771,2393,1699,2826,1772,-2.10,-1.89,-0.90,-1.47
HTplate02,E13,ENSG00000169504,3370,2474,3108,2491,0.58,-0.38,0.01,0.17
HTplate02,E14,ENSG00000112273,2889,1825,2948,2038,-0.74,-1.65,-0.50,-0.86
HTplate02,E15,ENSG00000181649,2959,2519,3046,2400,-0.55,-0.30,-0.19,-0.04
HTplate02,E16,ENSG00000153586,2897,2509,2996,2513,-0.72,-0.32,-0.35,0.22
HTplate02,E17,ENSG00000170027,3076,2869,2957,2532,-0.22,0.38,-0.47,0.27
HTplate02,E18,ENSG00000140623,3264,1889,3058,1956,0.29,-1.52,-0.15,-1.05
HTplate02,E19,ENSG00000174667,3222,2509,3149,2112,0.18,-0.32,0.14,-0.69
HTplate02,E20,ENSG00000151545,3315,2557,2788,1966,0.43,-0.22,-1.02,-1.03
HTplate02,E21,ENSG00000159346,3147,2457,2840,2150,-0.03,-0.42,-0.85,-0.61
HTplate02,E22,ENSG00000117505,2889,2385,2658,2299,-0.74,-0.56,-1.44,-0.27
HTplate02,E23,ENSG00000159710,3650,2244,3467,2315,1.35,-0.83,1.17,-0.23
HTplate02,E24,ENSG00000001630,3070,2208,2874,2343,-0.24,-0.90,-0.74,-0.17
HTplate02,F01,ENSG00000183395,2932,2828,3277,2811,-0.62,0.31,0.56,0.90
HTplate02,F02,ENSG00000125851,3251,3060,3202,2561,0.26,0.76,0.32,0.33
HTplate02,F03,ENSG00000099622,3276,2345,2956,2365,0.33,-0.64,-0.48,-0.12
HTplate02,F04,ENSG00000131944,2934,2994,3197,2507,-0.61,0.63,0.30,0.21
HTplate02,F05,ENSG00000104129,3457,2375,3070,2267,0.82,-0.58,-0.11,-0.34
HTplate02,F06,ENSG00000105926,3070,2417,3067,2056,-0.24,-0.50,-0.12,-0.82
HTplate02,F07,ENSG00000091482,3023,2302,2864,2000,-0.37,-0.72,-0.77,-0.95
HTplate02,F08,ENSG00000184865,3549,2216,2991,2435,1.08,-0.89,-0.36,0.04
HTplate02,F09,ENSG00000169129,2806,1931,2432,1861,-0.97,-1.44,-2.17,-1.27
HTplate02,F10,ENSG00000129946,2815,2068,2554,1957,-0.94,-1.18,-1.78,-1.05
HTplate02,F11,ENSG00000010361,2911,2393,2544,1958,-0.68,-0.54,-1.81,-1.04
HTplate02,F12,ENSG00000116176,2763,2083,2518,1867,-1.08,-1.15,-1.89,-1.25
HTplate02,F13,ENSG00000181610,2555,1783,2459,1563,-1.66,-1.73,-2.08,-1.95
HTplate02,F14,ENSG00000172458,2838,2185,3015,2114,-0.88,-0.95,-0.29,-0.69
HTplate02,F15,ENSG00000185271,2990,2212,2769,2365,-0.46,-0.90,-1.08,-0.12
HTplate02,F16,ENSG00000197632,2844,2023,2742,2292,-0.86,-1.26,-1.17,-0.28
HTplate02,F17,ENSG00000184995,2795,2415,2856,2015,-1.00,-0.50,-0.80,-0.91
HTplate02,F18,ENSG00000077800,3022,2440,3160,2208,-0.37,-0.45,0.18,-0.47
HTplate02,F19,ENSG00000181222,3017,2027,2565,1804,-0.38,-1.25,-1.74,-1.40
HTplate02,F20,ENSG00000100519,1347,832,1417,847,-4.98,-3.58,-5.45,-3.58
HTplate02,F21,ENSG00000185049,2863,2995,2965,2378,-0.81,0.63,-0.45,-0.09
HTplate02,F22,ENSG00000197810,2864,2414,2981,2121,-0.81,-0.50,-0.40,-0.67
HTplate02,F23,ENSG00000142039,3038,2477,2977,2572,-0.33,-0.38,-0.41,0.36
HTplate02,F24,ENSG00000161132,3237,2292,3017,2214,0.22,-0.74,-0.28,-0.46
HTplate02,G01,ENSG00000158411,3686,3088,3348,2777,1.45,0.81,0.79,0.82
HTplate02,G02,ENSG00000093009,3128,2259,2992,2057,-0.08,-0.80,-0.36,-0.82
HTplate02,G03,ENSG00000134480,2824,1775,2769,1372,-0.92,-1.74,-1.08,-2.38
HTplate02,G04,ENSG00000064218,3252,2866,3520,2512,0.26,0.38,1.34,0.22
HTplate02,G05,ENSG00000142632,3050,2663,2718,2695,-0.30,-0.02,-1.25,0.64
HTplate02,G06,ENSG00000122484,2992,2679,3286,2413,-0.46,0.01,0.59,-0.01
HTplate02,G07,ENSG00000139697,2977,2854,3080,2793,-0.49,0.36,-0.08,0.86
HTplate02,G08,ENSG00000175634,3225,2617,2951,2499,0.19,-0.11,-0.49,0.19
HTplate02,G09,ENSG00000125255,3264,2556,3217,2155,0.29,-0.23,0.36,-0.60
HTplate02,G10,ENSG00000155269,2871,2488,2938,2135,-0.79,-0.36,-0.54,-0.64
HTplate02,G11,ENSG00000196473,2849,2474,2916,2351,-0.85,-0.38,-0.61,-0.15
HTplate02,G12,ENSG00000172497,3018,2259,2741,2075,-0.38,-0.80,-1.17,-0.78
HTplate02,G13,ENSG00000162520,3152,2596,2868,2337,-0.02,-0.15,-0.76,-0.18
HTplate02,G14,ENSG00000176843,2959,2266,2901,2186,-0.55,-0.79,-0.66,-0.53
HTplate02,G15,ENSG00000011028,3083,3040,3087,2361,-0.20,0.72,-0.06,-0.13
HTplate02,G16,ENSG00000159256,2698,2554,2828,2140,-1.26,-0.23,-0.89,-0.63
HTplate02,G17,ENSG00000008197,3236,3052,3398,2870,0.22,0.74,0.95,1.04
HTplate02,G18,ENSG00000167552,1561,1015,1363,634,-4.39,-3.22,-5.62,-4.07
HTplate02,G19,ENSG00000069764,3353,2501,2932,2545,0.54,-0.33,-0.56,0.30
HTplate02,G20,ENSG00000171530,3098,2339,3114,1916,-0.16,-0.65,0.03,-1.14
HTplate02,G21,ENSG00000111671,3124,2503,3206,2136,-0.09,-0.33,0.33,-0.64
HTplate02,G22,ENSG00000171596,3039,2935,3095,2454,-0.33,0.51,-0.03,0.09
HTplate02,G23,ENSG00000176182,3378,2922,3226,2754,0.61,0.49,0.39,0.77
HTplate02,G24,ENSG00000136213,2813,2910,3053,2414,-0.95,0.46,-0.17,0.00
HTplate02,H01,ENSG00000139865,3087,3612,3167,3163,-0.19,1.83,0.20,1.70
HTplate02,H02,ENSG00000137404,3569,3106,3267,2977,1.13,0.84,0.53,1.28
HTplate02,H03,ENSG00000196403,3098,2855,2885,2677,-0.16,0.36,-0.71,0.60
HTplate02,H04,ENSG00000105255,3011,2744,3130,2441,-0.40,0.14,0.08,0.06
HTplate02,H05,ENSG00000128059,3136,3033,2877,3010,-0.06,0.70,-0.73,1.36
HTplate02,H06,ENSG00000165799,3010,2453,2873,2757,-0.41,-0.42,-0.75,0.78
HTplate02,H07,ENSG00000189060,2760,2487,2988,1919,-1.09,-0.36,-0.37,-1.13
HTplate02,H08,ENSG00000128191,3233,2716,3110,2499,0.21,0.09,0.02,0.19
HTplate02,H09,ENSG00000182938,2903,2846,2906,2418,-0.70,0.34,-0.64,0.01
HTplate02,H10,ENSG00000104447,2778,2662,2996,2175,-1.04,-0.02,-0.35,-0.55
HTplate02,H11,ENSG00000136866,2843,2719,2750,2105,-0.87,0.09,-1.14,-0.71
HTplate02,H12,ENSG00000189149,2969,2593,2753,2556,-0.52,-0.15,-1.13,0.32
HTplate02,H13,ENSG00000168830,2969,2403,2624,2662,-0.52,-0.52,-1.55,0.56
HTplate02,H14,ENSG00000181214,2998,2593,2899,1928,-0.44,-0.15,-0.66,-1.11
HTplate02,H15,ENSG00000134108,3025,2086,2878,1802,-0.37,-1.14,-0.73,-1.40
HTplate02,H16,ENSG00000125686,2769,2446,2774,2387,-1.07,-0.44,-1.06,-0.07
HTplate02,H17,ENSG00000103404,2768,2619,2683,2687,-1.07,-0.10,-1.36,0.62
HTplate02,H18,ENSG00000197894,2871,2697,3092,2352,-0.79,0.05,-0.04,-0.15
HTplate02,H19,ENSG00000164253,3005,2988,3155,2267,-0.42,0.62,0.17,-0.34
HTplate02,H20,ENSG00000109680,3154,2720,2949,2861,-0.01,0.09,-0.50,1.02
HTplate02,H21,ENSG00000091656,2987,2505,3024,2352,-0.47,-0.32,-0.26,-0.15
HTplate02,H22,ENSG00000124762,3301,3193,3426,3184,0.39,1.01,1.04,1.75
HTplate02,H23,ENSG00000184574,3294,2891,3158,2844,0.38,0.43,0.18,0.98
HTplate02,H24,ENSG00000182149,3310,3120,3333,2402,0.42,0.87,0.74,-0.03
HTplate02,I01,ENSG00000106609,3336,3507,3423,2865,0.49,1.63,1.03,1.02
HTplate02,I02,ENSG00000169662,3151,3117,3271,2808,-0.02,0.87,0.54,0.89
HTplate02,I03,ENSG00000070366,3295,2314,3019,2213,0.38,-0.70,-0.27,-0.46
HTplate02,I04,ENSG00000060749,3074,2840,3105,2153,-0.23,0.33,0.00,-0.60
HTplate02,I05,ENSG00000108474,3147,2687,2892,2953,-0.03,0.03,-0.68,1.23
HTplate02,I06,ENSG00000010818,3139,2430,3199,2277,-0.05,-0.47,0.31,-0.32
HTplate02,I07,ENSG00000162616,3238,3159,3456,2630,0.22,0.95,1.14,0.49
HTplate02,I08,ENSG00000183551,2747,2515,2793,2180,-1.13,-0.31,-1.00,-0.54
HTplate02,I09,ENSG00000155085,3075,2463,3304,2065,-0.23,-0.41,0.65,-0.80
HTplate02,I10,ENSG00000155380,2919,2029,2910,1854,-0.66,-1.25,-0.63,-1.28
HTplate02,I11,ENSG00000198511,3363,2558,3189,2469,0.57,-0.22,0.27,0.12
HTplate02,I12,ENSG00000163541,2993,2408,3003,2044,-0.45,-0.51,-0.33,-0.85
HTplate02,I13,ENSG00000184925,2962,2585,2564,2356,-0.54,-0.17,-1.74,-0.14
HTplate02,I14,ENSG00000101347,2606,2758,2771,2346,-1.51,0.17,-1.08,-0.16
HTplate02,I15,ENSG00000103485,2608,2332,2883,2313,-1.51,-0.66,-0.71,-0.24
HTplate02,I16,ENSG00000185900,2898,2383,2878,1818,-0.71,-0.56,-0.73,-1.36
HTplate02,I17,ENSG00000128011,2657,2471,3197,2265,-1.38,-0.39,0.30,-0.35
HTplate02,I18,ENSG00000122592,2450,2385,2891,2191,-1.95,-0.56,-0.69,-0.51
HTplate02,I19,ENSG00000158764,3331,2690,3315,2686,0.48,0.04,0.68,0.62
HTplate02,I20,ENSG00000197355,3133,2672,3209,2422,-0.07,0.00,0.34,0.01
HTplate02,I21,ENSG00000168967,3653,3264,3567,2404,1.36,1.15,1.49,-0.03
HTplate02,I22,ENSG00000113140,3016,2635,2755,2744,-0.39,-0.07,-1.13,0.75
HTplate02,I23,ENSG00000127837,3310,2307,3369,2325,0.42,-0.71,0.86,-0.21
HTplate02,I24,ENSG00000180178,3069,2589,2951,2685,-0.24,-0.16,-0.49,0.61
HTplate02,J01,ENSG00000129235,3426,3565,3056,3233,0.74,1.74,-0.16,1.87
HTplate02,J02,ENSG00000163518,3442,3114,3290,2877,0.78,0.86,0.60,1.05
HTplate02,J03,ENSG00000137845,3236,2861,3174,2730,0.21,0.37,0.23,0.72
HTplate02,J04,ENSG00000042813,3426,3236,3505,2384,0.74,1.10,1.29,-0.07
