Gene,WT q-value,WT log2 fold change,KRas mutant q-value,KRas mutant log2 fold change,Synthetic Lethal Score
PORCN,1,-0.255626998,1,0.322816016,-0.578443014
POSTN,1,0.257197157,1,0.20452655,0.052670607
POTEB,1,0.305247317,1,0.215943477,0.08930384
POTEB2,1,0.343460745,1,0.169543968,0.173916776
POTEC,1,0.200922165,1,0.205254215,-0.00433205
POTEF,1,0.12283621,1,-0.025700627,0.148536837
POTEH,1,0.170036318,1,0.222848889,-0.052812571
POTEI,1,0.054632425,1,0.151264805,-0.096632381
POTEJ,1,0.221082362,1,0.127888527,0.093193834
POU1F1,1,0.258402165,1,0.20338602,0.055016145
POU2AF1,1,0.135265662,1,0.050588788,0.084676874
POU2F1,1,0.465333091,1,0.142075731,0.32325736
POU2F3,1,0.234781454,1,0.012129289,0.222652165
POU3F1,1,0.291214227,1,0.150689396,0.140524831
POU3F2,1,0.239767296,1,0.019772018,0.219995278
POU3F3,1,0.277475533,1,0.143045523,0.13443001
POU3F4,1,0.270870094,1,0.07180633,0.199063764
POU4F1,1,0.274953087,1,0.277726638,-0.002773551
POU4F2,1,0.093951506,1,-0.072831469,0.166782974
POU4F3,1,0.113810748,1,0.038084736,0.075726012
POU5F1B,1,0.207877386,1,0.241048483,-0.033171098
POU5F2,1,0.140580205,1,-0.054790335,0.19537054
POU6F1,1,0.16771121,1,-0.046232156,0.213943366
POU6F2,1,0.017335131,1,-0.184380899,0.20171603
PP2D1,1,0.458127231,1,0.196795365,0.261331865
PPAP2A,1,-0.51250253,1,0.101388065,-0.613890595
PPAP2B,1,-0.296861023,1,0.416552389,-0.713413412
PPAP2C,1,-0.434858195,1,0.224556847,-0.659415041
PPAPDC1A,1,0.205553577,1,0.061781304,0.143772274
PPAPDC1B,1,0.077290671,1,-0.206668396,0.283959067
PPAPDC2,1,0.395897448,1,0.235235487,0.160661961
PPAPDC3,1,0.331426538,1,0.255434454,0.075992084
PPARA,1,-0.401237759,1,0.423439252,-0.824677011
PPARD,1,-0.389396072,1,0.294747303,-0.684143375
PPARG,1,-0.817421429,1,-0.064081041,-0.753340388
PPARGC1A,1,-0.291198138,1,0.338418738,-0.629616876
PPBP,1,-0.338277915,1,0.390724732,-0.729002647
PPCDC,1,-0.463413327,1,-0.127393174,-0.336020153
PPCS,1,-0.555929418,1,-0.16142552,-0.394503898
PPEF1,1,-0.151030379,1,0.433042554,-0.584072933
PPEF2,1,-0.495789613,1,0.132446482,-0.628236094
PPFIA1,1,-0.554746125,1,0.055018221,-0.609764347
PPFIA2,1,-0.374082665,1,0.123759649,-0.497842314
PPFIA3,1,-0.484142503,1,0.155994341,-0.640136844
PPFIBP1,1,0.285052314,1,0.27417902,0.010873294
PPHLN1,1,0.203405351,1,-0.236028819,0.439434169
PPIAL4A,1,-0.538274943,1,0.120365196,-0.658640138
PPIAL4B,1,-0.487522792,1,0.13953692,-0.627059712
PPIAL4C,1,-0.525988423,1,0.149764391,-0.675752813
PPIB,1,-0.453422074,1,0.024942294,-0.478364368
PPIC,1,-0.567472709,1,0.170465743,-0.737938452
PPID,1,-0.330952189,1,-0.007895118,-0.323057071
PPIE,1,-1.168577454,1,-0.183364723,-0.985212731
PPIF,1,-0.728263556,1,0.124302356,-0.852565912
PPIG,1,-0.417690624,1,-0.109890807,-0.307799816
PPIH,1,-0.551724772,1,-0.004865504,-0.546859268
PPIL3,1,0.008660304,1,0.031297298,-0.022636994
PPIL4,1,-0.593339776,1,-0.085274727,-0.508065049
PPIL6,1,-0.529803918,1,0.061446117,-0.591250034
PPIP5K1,1,-0.330639494,1,0.208196669,-0.538836163
PPIP5K2,1,-0.412422954,1,0.496974974,-0.909397928
PPL,1,0.285841706,1,-0.034393364,0.320235071
PPM1A,1,-0.003726987,1,0.754241645,-0.757968633
PPM1B,1,-0.176148043,1,0.501520815,-0.677668858
PPM1E,1,-0.728182747,1,-0.041754853,-0.686427895
PPM1F,1,-0.79324006,1,0.19048688,-0.983726941
PPM1H,1,-0.447169764,1,0.137326383,-0.584496147
PPM1K,1,-0.489647438,1,0.178540953,-0.668188391
PPM1L,1,-0.482289627,1,0.177512252,-0.659801879
PPM1M,1,-0.741188471,1,-0.026144588,-0.715043883
PPM1N,1,-0.502659221,1,0.084452979,-0.5871122
PPOX,1,0.198281364,1,-0.292379703,0.490661067
PPP1CC,1,-0.922408517,1,0.113673362,-1.036081879
PPP1R12B,1,-0.549991663,1,0.16470126,-0.714692923
PPP1R12C,1,-0.715170425,1,0.044825895,-0.75999632
PPP1R13B,1,-0.369460367,1,0.316154113,-0.68561448
PPP1R13L,1,0.149710385,1,-0.182284152,0.331994537
PPP1R14A,1,-0.472165577,1,0.240887492,-0.713053069
PPP1R14B,1,-0.751632594,1,-0.000363971,-0.751268622
PPP1R14C,1,-0.288751852,1,0.289357802,-0.578109654
PPP1R14D,1,0.255589464,1,-0.034385841,0.289975305
PPP1R15A,1,-0.779034366,1,-0.044615167,-0.734419198
PPP1R16A,1,0.224807384,1,-0.077887113,0.302694497
PPP1R16B,1,-0.341373139,1,0.198592139,-0.539965277
PPP1R17,1,0.378084839,1,0.256717016,0.121367823
PPP1R1A,1,-0.57948388,1,0.193436921,-0.772920801
PPP1R1C,1,-0.468757374,1,0.219771478,-0.688528852
PPP1R21,1,0.073454113,1,-0.131846494,0.205300607
PPP1R26,1,0.315355306,1,0.109742208,0.205613098
PPP1R27,1,0.231155698,1,0.097154517,0.134001181
PPP1R32,1,0.350363321,1,0.410412566,-0.060049245
PPP1R36,1,0.315638303,1,-0.070135688,0.385773992
PPP1R37,1,0.120998802,1,-0.099317712,0.220316514
PPP1R3A,1,-0.36161167,1,0.402888547,-0.764500217
PPP1R3B,1,0.516556911,1,0.280600846,0.235956065
PPP1R3C,1,-0.307505595,1,0.21651528,-0.524020875
PPP1R3D,1,-0.380582214,1,0.330658403,-0.711240617
PPP1R3F,1,0.079075335,1,0.024256706,0.054818629
PPP1R3G,1,0.291133518,1,0.208003445,0.083130073
PPP1R42,1,0.401657851,1,0.185661666,0.215996185
PPP1R8,0.407847,-1.117394322,1,-0.257236958,-0.860157363
PPP1R9A,1,0.079536538,1,-0.202692681,0.282229219
PPP2CB,1,-0.505246225,1,0.211726968,-0.716973193
PPP2R1B,1,-0.182176814,1,0.432886005,-0.615062819
PPP2R2B,1,-0.492851959,1,0.182355301,-0.675207261
PPP2R2C,1,-0.358373331,1,0.154451839,-0.51282517
PPP2R3A,1,-0.506872143,1,0.110801174,-0.617673318
PPP2R3B,1,-0.483522311,1,0.197805335,-0.681327646
PPP2R3C,1,-0.292233726,1,-0.219116064,-0.073117662
PPP2R4,1,-0.67769479,1,-0.233949753,-0.443745038
PPP2R5A,1,-0.408234566,1,0.277765456,-0.686000022
PPP2R5B,1,-0.619759328,1,0.049384943,-0.669144271
PPP2R5C,1,-0.37248829,1,0.285267704,-0.657755994
PPP2R5D,1,-0.584850296,1,0.016097404,-0.6009477
PPP2R5E,1,-0.147724841,1,0.234108075,-0.381832916
PPP3CA,1,-0.20342642,1,0.212240391,-0.415666811
PPP3CB,1,-0.323553619,1,0.232192803,-0.555746423
PPP3CC,1,-0.291024674,1,0.145443074,-0.436467748
PPP3R1,1,-0.281002535,1,0.415304559,-0.696307094
PPP3R2,1,-0.436235634,1,0.20536102,-0.641596654
PPP4R1,1,-0.818675906,1,-0.054012827,-0.764663078
PPP4R4,1,0.250119446,1,0.09903282,0.151086625
PPP5C,1,-0.545159125,1,0.06020169,-0.605360816
PPP6C,1,-0.203091332,1,-0.290021967,0.086930635
PPP6R1,1,0.263924885,1,0.226278978,0.037645906
PPP6R2,1,0.054445149,1,-0.140906768,0.195351916
PPP6R3,1,0.14689877,1,-0.202005421,0.34890419
PPT1,1,-0.386108522,1,0.218244372,-0.604352895
PPT2,1,-0.60391994,1,0.160276971,-0.764196911
PPTC7,1,-0.411333793,1,0.342522405,-0.753856197
PPY,1,-0.627156116,1,0.140061144,-0.767217261
PQLC1,1,0.344775697,1,0.351004196,-0.0062285
PQLC2,1,-0.226239163,1,-0.339492499,0.113253336
PQLC3,1,0.348980925,1,0.334577233,0.014403692
PRAC1,1,0.376574142,1,0.270253698,0.106320445
PRADC1,1,0.064633684,1,-0.144625033,0.209258717
PRAF2,1,0.187013179,1,0.158741615,0.028271564
PRAM1,1,0.000115613,1,-0.242322813,0.242438426
PRAME,1,0.340856492,1,0.115646183,0.225210309
PRAMEF1,1,0.314922354,1,0.201106865,0.113815489
PRAMEF10,1,0.182561819,1,0.076049336,0.106512484
PRAMEF11,1,0.184375044,1,0.114818552,0.069556491
PRAMEF12,1,0.185958891,1,0.219470993,-0.033512102
PRAMEF15,1,-0.084383363,1,-0.084362315,-2.10482E-05
PRAMEF18,1,0.329733772,1,0.069332002,0.26040177
PRAMEF2,1,0.324141674,1,0.287843046,0.036298628
PRAMEF20,1,-0.032771169,1,-0.026283426,-0.006487744
PRAMEF21,1,0.049293928,1,-0.075999227,0.125293155
PRAMEF22,1,0.141139913,1,-0.004967747,0.146107659
PRAMEF4,1,0.425687351,1,0.271708163,0.153979188
PRAMEF5,1,-0.005988616,1,-0.111885148,0.105896531
PRAMEF6,1,0.028641212,1,-0.036545594,0.065186806
PRAMEF7,1,-0.037979661,1,-0.379449463,0.341469802
PRAMEF8,1,-0.066544455,1,-0.311841196,0.245296741
PRAMEF9,1,-0.101925151,1,0.054484843,-0.156409994
PRAP1,1,0.253710809,1,0.265285818,-0.011575009
PRB1,1,0.321428399,1,0.202276249,0.11915215
PRB2,1,0.43484894,1,0.348452781,0.086396159
PRB4,1,-0.016093309,1,-0.031477648,0.015384339
PRCD,1,0.234894488,1,0.158153996,0.076740493
PRCP,1,-0.675187856,1,0.174600842,-0.849788698
PRDM1,1,-0.316220049,1,0.112965884,-0.429185933
PRDM10,1,-0.826892644,1,-0.007443896,-0.819448747
PRDM12,1,-0.478008174,1,0.228522299,-0.706530473
PRDM13,1,-0.470707678,1,0.073250532,-0.54395821
PRDM14,1,-0.377665105,1,0.207917697,-0.585582803
PRDM16,1,-0.457188463,1,0.25145019,-0.708638653
PRDM2,1,-0.62015024,1,0.023415444,-0.643565684
PRDM4,1,-0.673891435,1,-0.004433517,-0.669457918
PRDM5,1,-0.327597266,1,0.361439735,-0.689037001
PRDM6,1,-0.351957014,1,0.306459708,-0.658416723
PRDM7,1,-0.53387938,1,-0.037015236,-0.496864144
PRDM8,1,-0.268607399,1,0.276578896,-0.545186294
PRDM9,1,-0.239846757,1,0.476071093,-0.715917849
PRDX2,1,-0.760876569,1,-0.013232251,-0.747644319
PRDX3,1,-0.486144875,1,0.046383466,-0.53252834
PRDX4,1,-0.296737946,1,0.300098639,-0.596836585
PRDX5,1,-0.378608662,1,0.227878455,-0.606487117
PRDX6,1,-0.438614995,1,0.24648773,-0.685102725
PRELID2,1,0.197780082,1,0.35460956,-0.156829478
PRELP,1,0.044979802,1,0.034039666,0.010940136
PREP,1,-0.170524463,1,0.311850864,-0.482375327
PREPL,1,-0.419612119,1,0.393116102,-0.812728221
PREX1,1,-0.142605247,1,-0.320736144,0.178130898
PREX2,1,0.323552728,1,0.108419622,0.215133105
PRF1,1,0.050437582,1,-0.12277016,0.173207742
PRG2,1,-0.545142078,1,0.275423642,-0.82056572
PRG3,1,0.341673308,1,-0.003709677,0.345382985
PRH2,1,0.164196122,1,0.169179103,-0.004982981
PRICKLE1,1,0.270029712,1,-0.000605198,0.27063491
PRICKLE2,1,0.407097328,1,0.317029761,0.090067566
PRICKLE3,1,0.316429344,1,0.192515819,0.123913525
PRICKLE4,1,0.203646145,1,0.147862298,0.055783847
PRIMA1,1,0.302276564,1,0.071558081,0.230718483
PRKAA1,1,-0.569657309,1,-0.440287034,-0.129370275
PRKAA2,1,-0.332096479,1,0.21159696,-0.543693439
PRKAB1,1,-0.647699304,1,-0.048319556,-0.599379748
PRKAB2,1,-0.47331968,1,0.300103691,-0.77342337
PRKACA,1,-0.408661291,1,0.149185158,-0.557846449
PRKACB,1,-0.345875889,1,0.20333181,-0.549207699
PRKACG,1,-0.5974006,1,0.148773189,-0.746173789
PRKAG1,1,-0.590656829,1,-0.053784919,-0.53687191
PRKAG2,1,-0.498522198,1,0.179799543,-0.678321741
PRKAR1B,1,-0.31361042,1,0.388702723,-0.702313143
PRKAR2A,1,-0.440831743,1,0.234163579,-0.674995322
PRKAR2B,1,-0.355568179,1,0.232257575,-0.587825754
PRKCA,1,-0.817126681,1,0.090087895,-0.907214576
PRKCB,1,-0.621914914,1,0.110741794,-0.732656708
PRKCD,1,-0.350950672,1,0.191184938,-0.54213561
PRKCDBP,1,0.321729617,1,0.209718743,0.112010873
PRKCE,1,-0.542093432,1,0.018435944,-0.560529376
PRKCG,1,-0.391605599,1,0.15581737,-0.54742297
PRKCH,1,-0.393476042,1,0.311292889,-0.704768931
PRKCI,1,-0.340586715,1,0.25113387,-0.591720585
PRKCQ,1,-0.182042816,1,0.507906659,-0.689949475
PRKCSH,1,-0.341179083,1,-0.01631605,-0.324863033
PRKCZ,1,-0.715518642,1,-0.115175877,-0.600342765
PRKD1,1,-0.469650789,1,0.296517692,-0.766168481
PRKD2,1,-0.596461323,1,0.170964148,-0.767425471
PRKD3,1,-0.620262171,1,-0.138101345,-0.482160826
PRKG1,1,-1.002724127,1,-0.196858979,-0.805865147
PRKG2,1,-0.38923604,1,0.148234067,-0.537470107
PRKRA,1,0.080309865,1,-0.149362672,0.229672537
PRKRIR,1,0.059930492,1,0.061536449,-0.001605956
PRKX,1,-0.243489594,1,0.362733252,-0.606222846
PRL,1,0.262448639,1,0.208746833,0.053701806
PRLH,1,0.125690078,1,0.025843904,0.099846174
PRLHR,1,-0.538983695,1,0.143309394,-0.682293089
PRLR,1,-0.363745396,1,0.344979469,-0.708724865
PRM1,1,0.253140003,1,-0.061976343,0.315116346
PRM2,1,0.04289797,1,-0.22005594,0.26295391
PRMT10,1,0.31985412,1,0.077658891,0.242195229
PRMT2,1,-0.79670762,1,-0.045785478,-0.750922143
PRMT3,1,-0.456424193,1,-0.030999307,-0.425424885
PRMT6,1,-0.387907131,1,0.261660454,-0.649567586
PRMT8,1,-0.606006344,1,0.045674471,-0.651680814
PRND,1,0.285436264,1,0.22991869,0.055517574
PRNP,1,-0.467665329,1,0.149719239,-0.617384568
PROB1,1,0.227528574,1,-0.075221511,0.302750085
PROC,1,-0.53681105,1,0.085933982,-0.622745032
PROCA1,1,-0.081425068,1,-0.245101789,0.163676722
PROCR,1,-0.376206814,1,0.316683335,-0.69289015
PRODH2,1,-0.105943339,1,-0.325933861,0.219990522
PROK1,1,0.35628367,1,0.206913566,0.149370104
PROK2,1,0.021297365,1,-0.040896437,0.062193802
PROKR1,1,-0.415463894,1,0.218041178,-0.633505072
PROL1,1,0.291914544,1,0.176972396,0.114942148
PROM1,1,0.419552813,1,0.19295653,0.226596283
PROM2,1,0.112984844,1,-0.101295851,0.214280696
PROP1,1,0.238610371,1,0.282622481,-0.04401211
PROS1,1,-0.685564757,1,0.151411454,-0.836976211
PROSC,1,-0.310766331,1,0.167897602,-0.478663933
PROSER1,1,0.136896518,1,0.030408056,0.106488462
PROSER2,1,0.347706291,1,0.530442468,-0.182736177
PROX1,1,0.07699707,1,0.114168054,-0.037170983
PROX2,1,0.183321334,1,0.044187866,0.139133468
PROZ,1,-0.807254445,1,0.088695929,-0.895950374
PRPF39,1,0.263289582,1,-0.053240881,0.316530464
PRPF40A,1,0.039240973,1,-0.199868494,0.239109467
PRPH,1,0.191959477,1,0.010740257,0.18121922
PRPH2,1,-0.227060905,1,0.156174137,-0.383235041
PRPS1,1,-0.342351972,1,0.212414701,-0.554766673
PRPS1L1,1,-0.304111613,1,0.388874796,-0.692986409
PRPSAP1,1,0.23802782,1,0.281290486,-0.043262666
PRPSAP2,1,0.290293848,1,0.083876928,0.20641692
PRR11,1,0.379009753,1,0.049109875,0.329899878
PRR12,1,0.292047504,1,-0.086359754,0.378407258
PRR14,1,0.132987937,1,-0.049578182,0.18256612
PRR14L,1,-0.715331988,1,0.181258898,-0.896590887
PRR15,1,0.30062719,1,0.243018026,0.057609164
PRR15L,1,0.16046027,1,0.190601595,-0.030141325
PRR16,1,0.20712752,1,0.225357577,-0.018230057
PRR18,1,0.316852744,1,0.104304523,0.212548221
PRR19,1,0.145976825,1,0.046388636,0.099588188
PRR21,1,0.293791725,1,0.300141552,-0.006349827
PRR22,1,0.008465193,1,-0.186354168,0.194819362
PRR23A,1,0.089805692,1,-0.032623305,0.122428997
PRR23B,1,0.338160827,1,0.357206611,-0.019045783
PRR23C,1,0.081452033,1,-0.103615027,0.18506706
PRR24,1,0.069931381,1,-0.110868568,0.180799949
PRR3,1,0.158910723,1,0.074744886,0.084165837
PRR4,1,0.339306973,1,0.342195655,-0.002888682
PRR5,1,0.148427988,1,0.220343363,-0.071915375
PRR5-ARHGAP8,1,0.169478162,1,0.105299017,0.064179145
PRR5L,1,0.43108536,1,0.096514428,0.334570932
PRR7,1,0.173796782,1,0.282088675,-0.108291893
PRR9,1,0.270195186,1,0.142678323,0.127516863
PRRC1,1,0.039165651,1,-0.106076796,0.145242448
PRRC2B,1,0.286547577,1,0.074032495,0.212515083
PRRC2C,1,-0.167243951,1,-0.509810946,0.342566995
PRRG1,1,0.673360046,1,0.159595349,0.513764697
PRRG3,1,0.384031376,1,0.379718516,0.00431286
PRRG4,1,0.400225621,1,-0.047984115,0.448209736
PRRT1,1,0.397048632,1,0.378104404,0.018944228
PRRT2,1,0.19016401,1,-0.045762036,0.235926047
PRRT3,1,-0.089179235,1,-0.211049465,0.12187023
PRRX1,1,0.326417587,1,0.262803588,0.063613999
PRRX2,1,0.161614546,1,-0.170727328,0.332341874
PRSS1,1,-0.626071638,1,0.207295584,-0.833367222
PRSS12,1,-0.251283267,1,0.191255276,-0.442538543
PRSS16,1,0.29237785,1,0.014913828,0.277464022
PRSS21,1,-0.725470351,1,0.034697608,-0.760167959
PRSS22,1,-0.429259283,1,0.101729363,-0.530988646
PRSS23,1,0.312400053,1,0.182078245,0.130321808
PRSS27,1,-0.803057773,1,-0.123997846,-0.679059927
PRSS3,1,-0.340334819,1,0.157517714,-0.497852533
PRSS33,1,-0.422601886,1,0.277557005,-0.700158891
PRSS35,1,-0.306625366,1,0.251325072,-0.557950438
PRSS36,1,-0.405178752,1,0.144098769,-0.54927752
PRSS37,1,0.317891872,1,0.254292001,0.063599871
PRSS38,1,0.282050413,1,0.310766231,-0.028715818
PRSS42,1,-0.022460522,1,-0.023843786,0.001383264
PRSS45,1,0.16508275,1,0.023960454,0.141122295
PRSS46,1,0.217110861,1,0.097118757,0.119992104
PRSS48,1,0.424804449,1,0.336951659,0.08785279
PRSS50,1,0.211037187,1,0.223234832,-0.012197645
PRSS54,1,0.235419677,1,0.081039915,0.154379762
PRSS55,1,0.204819141,1,0.246204279,-0.041385138
PRSS57,1,0.107399582,1,0.146007602,-0.038608021
PRSS58,1,0.330494391,1,0.321375245,0.009119146
PRSS8,1,-0.408358341,1,0.122387203,-0.530745544
PRTFDC1,1,-0.530537247,1,0.128499744,-0.659036991
PRTG,1,0.133797275,1,-0.096240835,0.23003811
PRTN3,1,-0.443895905,1,0.15172132,-0.595617225
PRUNE2,1,0.084672312,1,0.139652466,-0.054980154
PRX,1,0.21671251,1,-0.024232504,0.240945014
PRY,1,0.304300528,1,0.134396951,0.169903576
PRY2,1,0.293428163,1,0.111707459,0.181720704
PSAPL1,1,0.276264972,1,-0.07452602,0.350790992
PSAT1,1,-0.220318931,1,0.230555505,-0.450874436
PSCA,1,-0.394547898,1,0.255678861,-0.650226759
PSD,1,-0.010903083,1,-0.299848881,0.288945798
PSD2,1,0.169736604,1,0.06557247,0.104164135
PSD3,1,0.24563217,1,0.283429249,-0.037797079
PSD4,1,0.224488393,1,0.140742033,0.08374636
PSEN1,1,-0.618005099,1,-0.054936597,-0.563068503
PSEN2,1,-0.98276006,1,-0.155546464,-0.827213596
PSENEN,1,-0.326716532,1,-0.100137947,-0.226578586
PSG1,1,0.129046909,1,-0.286522714,0.415569622
PSG11,1,0.318928951,1,0.070336832,0.24859212
PSG2,1,0.318938914,1,0.275518864,0.043420051
PSG3,1,0.384622146,1,-0.04641102,0.431033165
PSG4,1,0.318209935,1,0.314828325,0.00338161
PSG5,1,0.243529365,1,0.270881158,-0.027351793
PSG6,1,0.265215532,1,0.227402318,0.037813214
PSG8,1,0.395777537,1,0.225506595,0.170270942
PSG9,1,0.184712582,1,0.258827429,-0.074114847
PSIP1,1,-0.37529344,1,0.230871712,-0.606165153
PSKH1,1,-0.495765262,1,0.096211739,-0.591977
PSKH2,1,-0.767167775,1,-0.080357957,-0.686809818
PSMA5,0.149206,-1.575958046,1,-0.333849047,-1.242109
PSMA8,1,-0.534693004,1,0.008297409,-0.542990413
PSMB10,1,-0.387631548,1,0.148983932,-0.536615479
PSMB11,1,-0.83257103,1,-0.080377509,-0.752193521
PSMB2,0.292836,-0.885434965,1,-0.280127811,-0.605307154
PSMB8,1,-0.43236379,1,0.140644655,-0.573008445
PSMB9,1,-0.405860648,1,0.283863151,-0.689723799
PSMC3IP,1,0.2442487,1,0.033657445,0.210591255
PSMD10,1,0.320735543,1,0.039792408,0.280943134
PSMD5,1,0.252034339,1,0.038654489,0.21337985
PSMD8,1,-0.10567536,1,-0.186319174,0.080643814
PSME1,1,0.1723403,1,0.066091953,0.106248347
PSME2,1,0.323066946,1,0.153846301,0.169220645
PSME3,1,-0.222048802,1,-0.417757084,0.195708282
PSME4,1,0.09697533,1,-0.217061387,0.314036717
PSMF1,1,0.130551549,1,-0.188575157,0.319126706
PSORS1C1,1,0.303490238,1,0.300576597,0.00291364
PSORS1C2,1,0.306456141,1,0.079857317,0.226598824
PSPC1,1,0.188354892,1,0.015315794,0.173039098
PSPH,1,-0.385881038,1,0.140196396,-0.526077434
PSPN,1,0.153678103,1,0.059624376,0.094053727
PSRC1,1,0.274143414,1,-0.044997701,0.319141115
PSTPIP1,1,0.14248954,1,-0.007755151,0.150244691
PSTPIP2,1,0.483340616,1,0.25697533,0.226365286
PTAFR,1,-0.488982736,1,0.278983136,-0.767965872
PTBP2,1,0.261499837,1,0.067689159,0.193810678
PTBP3,1,0.211104467,1,0.044219481,0.166884987
PTCD2,1,0.193500664,1,0.076290063,0.117210601
PTCH1,1,-0.315967702,1,0.118145364,-0.434113066
PTCH2,1,-0.621894579,1,0.083247868,-0.705142447
PTCHD1,1,0.366848248,1,0.319864766,0.046983482
PTCHD2,1,0.289233252,1,0.390122218,-0.100888966
PTCHD3,1,0.204890912,1,-0.055724698,0.26061561
PTCHD4,1,0.059135522,1,-0.139021212,0.198156734
PTCRA,1,0.242245985,1,0.0902549,0.151991085
PTDSS2,1,-0.334213955,1,0.32453673,-0.658750684
PTEN,1,0.41115871,1,1.383957085,-0.972798375
PTER,1,-0.567474588,1,0.320971015,-0.888445603
PTF1A,1,0.218907593,1,0.123597849,0.095309744
PTGDR,1,-0.576840574,1,0.050296856,-0.627137429
PTGDR2,1,-0.385821913,1,0.188439167,-0.57426108
PTGDS,1,-0.521025022,1,0.194169375,-0.715194397
PTGER1,1,-0.803719298,1,-0.155066449,-0.648652849
PTGER2,1,-0.643987113,1,0.008088632,-0.652075745
PTGER3,1,-0.308093795,1,0.206966389,-0.515060184
PTGER4,1,-0.64797604,1,-0.031760708,-0.616215331
PTGES,1,-0.550036731,1,0.183028393,-0.733065124
PTGES3,1,-0.580562169,1,0.033373239,-0.613935408
PTGES3L,1,-0.074259622,1,-0.083940263,0.009680641
PTGES3L-AARSD1,1,0.009952758,1,-0.067327723,0.077280481
PTGFR,1,-0.335028412,1,0.446439697,-0.78146811
PTGFRN,1,0.284176646,1,0.050291602,0.233885045
PTGIR,1,-0.637447342,1,0.052090485,-0.689537828
PTGIS,1,-0.618839088,1,-0.071547802,-0.547291286
PTGR1,1,-0.290645045,1,0.259453674,-0.550098719
PTGR2,1,-0.459816745,1,0.258493022,-0.718309767
PTGS1,1,-0.594020005,1,0.275141399,-0.869161404
PTGS2,1,-0.212174393,1,0.231998224,-0.444172616
PTH,1,-0.417794105,1,0.412404286,-0.83019839
PTH1R,0.805912,-0.612847223,1,0.06349343,-0.676340653
PTH2,1,0.268852305,1,0.128305007,0.140547298
PTH2R,1,-0.141205635,1,0.227749743,-0.368955378
PTHLH,1,0.25467515,1,0.143225697,0.111449452
PTK2B,1,-0.301266115,1,0.343703094,-0.644969209
PTK7,1,-0.298192232,1,0.405767848,-0.70396008
PTMS,1,0.088320583,1,0.067039964,0.02128062
PTN,1,0.29426982,1,0.071031988,0.223237832
PTOV1,1,-0.565501632,1,0.110806404,-0.676308036
PTP4A1,1,-0.672379779,1,0.094503052,-0.766882832
PTP4A2,1,-0.472891234,1,0.080226512,-0.553117746
PTP4A3,1,-0.461948752,1,0.177402552,-0.639351305
PTPDC1,1,-0.267144787,1,0.150489419,-0.417634207
PTPLA,1,-0.313359016,1,0.220454805,-0.533813821
PTPLAD1,1,0.350466581,1,0.107162872,0.243303709
PTPLAD2,1,0.31899281,1,0.078227816,0.240764994
PTPLB,1,-0.781486028,1,-0.026490574,-0.754995454
PTPN1,0.603095,-0.859595404,1,-0.228844778,-0.630750627
PTPN11,1,-0.553382375,1,0.18073852,-0.734120895
PTPN12,1,0.031769788,1,0.904189105,-0.872419317
PTPN13,1,-0.470740296,1,0.1510128,-0.621753096
PTPN14,1,-0.172868265,1,0.662995958,-0.835864222
PTPN18,1,-0.819432657,1,-0.196450242,-0.622982415
PTPN2,1,-0.38918195,1,0.39392348,-0.78310543
PTPN21,1,-0.476713533,1,0.049096061,-0.525809595
PTPN22,1,-0.442098326,1,0.329699847,-0.771798173
PTPN3,1,-0.275538548,1,0.370005745,-0.645544294
PTPN4,1,-0.410124311,1,0.197893555,-0.608017866
PTPN5,1,-0.48482644,1,0.171567404,-0.656393844
PTPN6,1,-0.54258848,1,0.21575873,-0.75834721
PTPN7,1,-0.57635582,1,-0.002207472,-0.574148348
PTPN9,1,-0.751479786,1,0.002952111,-0.754431898
PTPRA,1,-0.571925007,1,0.117476007,-0.689401014
PTPRB,1,-0.242324681,1,0.080807281,-0.323131962
PTPRC,1,-0.304024689,1,0.244510592,-0.548535281
PTPRCAP,1,0.306898288,1,0.21901757,0.087880718
PTPRD,1,-0.789094189,1,-0.159578264,-0.629515925
PTPRF,1,-0.729011617,1,-0.160031785,-0.568979832
PTPRG,1,-0.441008445,1,0.132122138,-0.573130583
PTPRH,1,-0.570426489,1,0.14508274,-0.715509228
PTPRJ,1,-0.555186288,1,0.073890497,-0.629076785
PTPRK,1,-0.314711264,1,0.273035984,-0.587747249
PTPRM,1,-0.376113251,1,0.321343967,-0.697457218
PTPRN,1,-0.596750454,1,0.162899807,-0.759650261
PTPRN2,1,-0.179291382,1,0.404897001,-0.584188383
PTPRO,1,0.371684564,1,0.340630292,0.031054272
PTPRR,1,-0.228841254,1,0.283591768,-0.512433022
PTPRS,1,-0.703533174,1,0.006793019,-0.710326193
PTPRT,1,-0.842340579,1,0.221874658,-1.064215237
PTPRU,1,-0.543385363,1,0.087143151,-0.630528513
PTPRZ1,1,-0.266028998,1,0.119488816,-0.385517814
PTRF,1,0.261969088,1,0.218295353,0.043673735
PTRH1,1,-0.336509712,1,0.29833356,-0.634843273
PTRH2,1,-0.705023918,1,-0.150218285,-0.554805633
PTRHD1,1,0.178655343,1,0.038161628,0.140493714
PTS,1,-0.202587617,1,0.219728326,-0.422315944
PTTG1,1,-0.400366554,1,-0.307224698,-0.093141856
PTTG2,1,0.291154801,1,0.102372238,0.188782563
PTX3,1,0.358202791,1,0.222795811,0.13540698
PUM1,1,0.179991101,1,-0.05775794,0.237749041
PUM2,1,0.138297626,1,0.160366604,-0.022068978
